Timestamp,Observed_DST,Real_dDST_dt,Pred_DST_Equation,Pred_dDST_dt_Equation,Injection_Component,Decay_Component,Pred_DST_Equation_1,Pred_dDST_dt_Equation_1,Injection_Component_1,Decay_Component_1,Pred_DST_Equation_2,Pred_dDST_dt_Equation_2,Injection_Component_2,Decay_Component_2,Pred_DST_Equation_3,Pred_dDST_dt_Equation_3,Injection_Component_3,Decay_Component_3
1998-09-23 00:00:00,-24.0,-1.0,-20.694089435285107,0.3059105647148933,-0.6443209816051179,0.9502315463200112,-20.709737539258832,0.2902624607411678,-0.6649266559274051,0.9551891166685729,-20.6986252767701,0.3013747232299019,-0.6432271716260405,0.9446018948559424,-20.694089435285107,0.3059105647148933,-0.6443209816051179,0.9502315463200112
1998-09-23 01:00:00,-25.0,3.0,-20.777371590741225,-0.08328215545611917,-1.0226846077124616,0.9394024522563424,-20.81960215526875,-0.10986461600991737,-1.0546499647886638,0.9447853487787464,-20.78551868027818,-0.08689340350808306,-1.0209087825910856,0.9340153790830026,-20.777371590741225,-0.08328215545611917,-1.0226846077124616,0.9394024522563424
1998-09-23 02:00:00,-22.0,9.0,-19.83502713613244,0.942344454608786,-0.0,0.942344454608786,-19.870885671109153,0.9487164841595985,-0.0,0.9487164841595985,-19.84845708105801,0.93706159922017,-0.0,0.93706159922017,-19.83502713613244,0.942344454608786,-0.0,0.942344454608786
1998-09-23 03:00:00,-13.0,2.0,-18.925703254096042,0.9093238820363959,-0.0,0.9093238820363959,-18.955846753562458,0.9150389175466951,-0.0,0.9150389175466951,-18.943984391870483,0.9044726891875281,-0.0,0.9044726891875281,-18.925703254096042,0.9093238820363959,-0.0,0.9093238820363959
1998-09-23 04:00:00,-11.0,2.0,-18.047684568061594,0.8780186860344482,-0.0,0.8780186860344482,-18.07271334335586,0.8831334102065974,-0.0,0.8831334102065974,-18.070420223631835,0.8735641682386464,-0.0,0.8735641682386464,-18.047684568061594,0.8780186860344482,-0.0,0.8780186860344482
1998-09-23 05:00:00,-9.0,-6.0,-19.165593912850873,-1.11790934478928,-1.9662209340524137,0.8483115892631337,-19.215103329972344,-1.142389986616482,-1.995267255032259,0.8528772684157772,-19.187281229444675,-1.116861005812841,-1.9610829983653948,0.8442219925525538,-19.165593912850873,-1.11790934478928,-1.9662209340524137,0.8483115892631337
1998-09-23 06:00:00,-15.0,4.0,-18.336461446730308,0.8291324661205647,-0.057091660918713955,0.8862241270392787,-18.381001592863715,0.8341017371086279,-0.05801393196542001,0.8921156690740479,-18.36240235515418,0.8248788742904954,-0.05694664020130916,0.8818255144918046,-18.336461446730308,0.8291324661205647,-0.057091660918713955,0.8862241270392787
1998-09-23 07:00:00,-11.0,0.0,-17.742220320278484,0.5942411264518221,-0.2637845878030706,0.8580257142548927,-17.78432546540975,0.5966761274539638,-0.26670317866910054,0.8633793061230643,-17.771472486784283,0.5909298683698995,-0.26304375238192435,0.8539736207518238,-17.742220320278484,0.5942411264518221,-0.2637845878030706,0.8580257142548927
1998-09-23 08:00:00,-11.0,-3.0,-18.373606444340716,-0.631386124062232,-1.4694824328640077,0.8380963088017757,-18.426342498282196,-0.6420170328724435,-1.4851283581309196,0.8431113252584761,-18.402499925931796,-0.631027439147512,-1.4653231834721514,0.8342957443246394,-18.373606444340716,-0.631386124062232,-1.4694824328640077,0.8380963088017757
1998-09-23 09:00:00,-14.0,-3.0,-19.531060550075445,-1.1574541057347305,-2.0167333496194217,0.8592792438846912,-19.604409091115752,-1.178066592833555,-2.042995886890992,0.864929294057437,-19.558460015867862,-1.1559600899360647,-2.0112772636743026,0.855317173738238,-19.531060550075445,-1.1574541057347305,-2.0167333496194217,0.8592792438846912
